epoch,model_name,model_size,patch_size,window_size,image_size,difficulty_bonus,train_weighted_log_loss,validation_weighted_log_loss,train_weighted_f1,validation_weighted_f1,train_weighted_accuracy,validation_weighted_accuracy
46,microsoft/swinv2-small-patch4-window8-256,small,4,8,256,0.03,0.37873704343047354,0.6216004969149924,0.8237421619496768,0.7171560108539894,0.8802343145753633,0.7755890154470276
47,microsoft/swinv2-small-patch4-window8-256,small,4,8,256,0.03,0.34441473483626367,0.49101649762660554,0.8571830468382193,0.707338638373121,0.907731239001905,0.8370650647526915
48,microsoft/swinv2-small-patch4-window8-256,small,4,8,256,0.03,0.24334664564975403,0.335029006033701,0.9061754951428107,0.8865409384587998,0.9353113466599532,0.9334529567795288
49,microsoft/swinv2-small-patch4-window8-256,small,4,8,256,0.03,0.2983760352420021,0.548874103184357,0.8891164942596853,0.7778911197695226,0.9175092267203745,0.8301997191449523
50,microsoft/swinv2-small-patch4-window8-256,small,4,8,256,0.03,0.3313443752570055,0.7220129181442726,0.8685224084913946,0.7171560108539894,0.9070622693319905,0.7755890154470276
1,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.6985483182146324,0.6862321328360537,0.4688055256772008,0.4590881885736655,0.5435850285755812,0.5947495709158995
2,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.6589034648749779,0.6784626552647864,0.5872891132702525,0.492595281306715,0.6772257029696802,0.6126540801997191
3,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.6460835283373493,0.7257068034631734,0.5969686795710699,0.5866126312481383,0.696448945480594,0.6296614136370728
4,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.6645664860891611,0.6266951802469592,0.5517736508225527,0.6292956086059533,0.6349352702092428,0.7397799968793883
5,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.6908708671543716,0.627203110706932,0.5784589143108412,0.5272363714556569,0.6300861160568293,0.6305585894835387
6,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.6043837456408316,0.6668379258073489,0.62035973661068,0.5288384754990925,0.7371518892066838,0.6612966141363708
7,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.5993676353192183,0.7561529511489554,0.6530512316003879,0.5430981713795213,0.7440876317824828,0.5810188797004213
8,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.5903446815557387,0.5733948551890002,0.6604917201153812,0.6713401540987748,0.762558721391976,0.7576845061632079
9,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.5913739233950518,0.7666679209353277,0.662755946868883,0.49552698487491387,0.7368156524627947,0.5571462006553284
10,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.5385710913911256,0.6110481991192431,0.7093318553122979,0.5272363714556569,0.7865444310059331,0.6305585894835387
11,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.5387457243682897,0.6007699188805081,0.7306344695228886,0.6024424494517999,0.8066030096497739,0.666367608051178
12,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.5488110181718867,0.6497436200480677,0.7163144105401907,0.5358848260849207,0.7814457271590006,0.60578873459198
13,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.5231829877474157,0.6937983065115454,0.7106475526863505,0.5408093770162736,0.7909741651829512,0.6980028085504758
14,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.5394273809755319,0.6054627799762377,0.7327909044247598,0.6446257916312362,0.795570265822982,0.6842721173349976
15,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.45488775373437823,0.5638906744851823,0.803267122199269,0.6442906126673998,0.8528205733803278,0.7150101419878295
16,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.4793374642614985,0.5655929028192124,0.7637586819073722,0.6273294565734884,0.8429594024303518,0.7705180215322203
17,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.439996189928535,0.6160320963894993,0.7803965954553327,0.6292956086059533,0.8570839410943332,0.7397799968793883
18,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.536808373498039,0.5350074357839282,0.7507132269633779,0.6861387758829999,0.7942323264831531,0.7636526759244812
19,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.49642963532872875,0.5781977308865756,0.7825181185369064,0.61594683427517,0.8335141476379077,0.7338118271181151
20,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.5406254416157027,0.8349977246205248,0.7845098681812677,0.6002040155851408,0.8099443541814821,0.6356295833983461
21,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.46981897113068344,0.8534207988994651,0.7980483431090521,0.5557822395390454,0.8306719024952374,0.5869870494616944
22,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.3851651317163317,0.6577832553876214,0.8314515418661025,0.6596228153763992,0.8869205074566434,0.6902402870962708
23,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.4043976399460647,0.5206782622892859,0.8501327700437822,0.7679781903919835,0.8804006810383758,0.7934935247308472
24,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.39985588231037505,0.3373575509876723,0.8300211819933974,0.778031873344962,0.8905980887322408,0.8976439382118895
25,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.380301181998803,0.6105177390755995,0.8368885889026799,0.6292956086059533,0.892854547436503,0.7397799968793883
26,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.37167127207906514,0.6819139443015657,0.8509187630320997,0.5636119557482047,0.8973674648450274,0.6484630987673583
27,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.37365750842234613,0.48973678851203933,0.8469855394883203,0.712422634836428,0.900292893219204,0.8063270400998597
28,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.35880550217875323,0.3167450438631157,0.869571762320241,0.8116832655298,0.8989549538793752,0.909580277734436
29,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.3858773457209023,0.6589580631937525,0.8183188438558207,0.6024424494517999,0.8743002745955036,0.666367608051178
30,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.40180108640236245,0.5586509831013793,0.8256170323788765,0.712422634836428,0.8684494178471505,0.8063270400998597
31,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.4069543238755643,0.7069060890547064,0.8381822184998748,0.6587378940225772,0.8766399165312722,0.7209783117491028
32,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.32527399065746626,0.6631787506379977,0.875440737413483,0.7503900646093595,0.9218557776658863,0.787525354969574
33,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.4017265408684059,0.43055911379955664,0.8379394916103095,0.7163418228733941,0.8641028669016386,0.8737712591667967
34,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.3008165851674527,0.3602351639899516,0.9030661640054269,0.7440534205169329,0.9301294595815145,0.8182633796224059
35,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.29981599121283725,0.4753113246341293,0.8778887234881486,0.6826268769077851,0.922607930567307,0.7943907005773131
36,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.38223512040370183,0.6531887531141656,0.8081233421750663,0.6166005085049345,0.8749692442654181,0.7030738024652832
37,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.38474888804363744,0.728946883057988,0.8724344789214881,0.6713401540987748,0.8871700571511625,0.7576845061632079
38,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.33715008467238283,0.5510350147938627,0.8723382109194281,0.6861387758829999,0.9166738905874474,0.7636526759244812
39,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.33232381085408513,0.5058130298725402,0.8865841411480356,0.7606704707226064,0.9167570738189538,0.8242315493836793
40,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.35901953375613915,0.552471484811989,0.8670988715482598,0.6973161909249483,0.8982028009779545,0.8003588703385864
41,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.40940356206559175,0.7414272227497832,0.8517482508318296,0.6442906126673998,0.8767230997627785,0.7150101419878295
42,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.29446470866974456,0.5420986192373897,0.8778887234881486,0.7778911197695226,0.922607930567307,0.8301997191449523
43,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.3461876762903031,0.6387783286184068,0.8597557938257306,0.73881132130469,0.8959463422736924,0.7508191605554688
44,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.3208691464705841,0.6208156792593875,0.8716617594999007,0.6861387758829999,0.9122441564104296,0.7636526759244812
45,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.3792982936712805,0.6857540362616488,0.8297182481532615,0.7050064399928794,0.8780610391026075,0.7388828210329225
46,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.34124727955323353,0.7136211690328909,0.8469855394883203,0.6826268769077851,0.900292893219204,0.7943907005773131
47,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.3338765797126477,0.7551003317142371,0.8898297772503762,0.61594683427517,0.9049721770907412,0.7338118271181151
48,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.37000636385514696,0.6063913510038416,0.8390351355071052,0.7679781903919835,0.8810696507082902,0.7934935247308472
49,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.2798548534298622,0.31605075198042293,0.8889897486255897,0.8116832655298,0.9344760105270261,0.909580277734436
50,microsoft/swinv2-small-patch4-window16-256,small,4,16,256,0.04,0.2785752463764118,0.2468767188925397,0.8859141313904032,0.818389714554969,0.9292941234485872,0.9462864721485411
1,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.6587972962167467,0.675114640935897,0.5304620271610971,0.4782612392028838,0.6207275483137552,0.575947885785614
2,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.6866520584505016,0.6959838377991896,0.5501127023896997,0.4939857247947193,0.6165473638312561,0.643392104852551
3,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.6633389961168988,0.7667142768436113,0.5457002298559823,0.3641975989456095,0.6319266586035598,0.454790138867218
4,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.6597821118529152,0.8242174738691449,0.5792659947815938,0.42010889292196013,0.6697873571869792,0.515369012326416
5,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.6410408167654651,0.669871911767286,0.597979343112894,0.6028785520227519,0.6604252856260414,0.727843657356842
6,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.6304377630619803,0.7160944418929943,0.6201666888197638,0.4563520871143375,0.6922687609980949,0.5640115462630676
7,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.5992510809060857,0.742096426312671,0.6480948206232505,0.4995837115109044,0.7381535918026234,0.5323763457637697
8,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.594153008727626,0.8266058883992369,0.6617262892617862,0.4995837115109044,0.7250307557345819,0.5323763457637697
9,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.5781878470750299,0.6025206386457373,0.6836090106496694,0.5636119557482047,0.7568742311066354,0.6484630987673583
10,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.505060128580208,0.6311913167765785,0.722824180321878,0.5900624022308372,0.803594398044091,0.7218754875955686
11,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.5876698160164305,0.640062252856139,0.6600851529166619,0.6429552365212584,0.7470962433881659,0.7457481666406615
12,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.5479576199954717,0.7018161423353855,0.7049571148780981,0.5054870214021407,0.788717706478689,0.6493602746138243
13,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.5422288974799635,0.8557119180979396,0.7403350226422546,0.49552698487491387,0.7904715619760494,0.5571462006553284
14,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.5337849172016695,0.545530286462403,0.7328904288467673,0.7503900646093595,0.7837853690947691,0.787525354969574
15,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.48461254957177224,0.7550933978153581,0.7519072117359707,0.6024424494517999,0.8185542728409992,0.666367608051178
16,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.5449897344121927,0.46604155754755466,0.7460097444250587,0.712422634836428,0.7846207052276962,0.8063270400998597
17,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.45977527979322247,0.499386814170726,0.8067465446712403,0.8143825523135867,0.849895145006151,0.8421360586674987
18,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.41625107860761335,0.695131447858534,0.8165656726873994,0.6913224706328155,0.8860851713237163,0.7021766266188173
19,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.3846538159149737,0.6398125671708806,0.8314515418661025,0.7440865031886675,0.8869205074566434,0.7200811359026369
20,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.4339716374521252,0.5238250365067132,0.8246250290408067,0.6543521508476531,0.8846640487523814,0.7824543610547667
21,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.367934181593588,0.8853007879867897,0.8619618176223146,0.5113604634929498,0.9092355448047464,0.5383445155250429
22,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.4295343911733036,0.6759545651397549,0.8168330852322231,0.6032835961347315,0.857333490788852,0.6971056327040099
23,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.35744773864363266,0.4065863935368672,0.8570019467563501,0.6973161909249483,0.9202682886315384,0.8003588703385864
24,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.38637873313197457,0.5136608049927116,0.835211207890253,0.6569583497149414,0.8839950790824669,0.7517163364019348
25,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.37411983496998474,0.5956575356821956,0.8305911330049262,0.712422634836428,0.8824907732796253,0.8063270400998597
26,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.2959342004281077,0.7129123228782528,0.9020911552595492,0.6596228153763992,0.9426665092111478,0.6902402870962708
27,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.40883919301577437,0.5910984517271677,0.8233111265565626,0.6683171234895372,0.8676972649457297,0.7884225308160399
28,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.38604219919078225,0.8483632421521579,0.8147566563752793,0.6587378940225772,0.8772257029696802,0.7209783117491028
29,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.31214911777560483,0.5477143481283165,0.8791548857861854,0.7013956572697551,0.931467398921343,0.7696208456857543
30,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.2984126055725424,0.4653510907777268,0.8439075580303053,0.7698351023141998,0.920185105400032,0.8609377437977843
31,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.36487497992533185,0.6369879869180919,0.8821317999735115,0.6861387758829999,0.9027157183864789,0.7636526759244812
32,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.38180661925776943,0.6571366858528866,0.8453164624339018,0.5902740937223696,0.8788963752355343,0.6911374629427367
33,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.32318699011516844,0.5983930295666252,0.8716617594999007,0.712422634836428,0.9122441564104296,0.8063270400998597
34,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.31563655057441115,0.8042626859275356,0.8709753303196722,0.6032835961347315,0.9078144222334112,0.6971056327040099
35,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.43445759547373547,0.5763580444344807,0.8191321595213709,0.6973161909249483,0.8580856436902727,0.8003588703385864
36,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.3279227559065906,0.48597540027986763,0.8678158860798797,0.8054298642533937,0.9026325351549725,0.8054298642533937
37,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.33817560130949575,0.660793619493457,0.8745562122423173,0.6890475676773318,0.9004592596822167,0.7329146512716492
38,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.3174982914437091,0.6786819082457454,0.8846904538143631,0.7081447963800904,0.920434655094551,0.7081447963800904
39,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.26538984911604496,0.2821501042403392,0.9020911552595492,0.8476993904598403,0.9426665092111478,0.9215166172569823
40,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.2531898515673455,0.4972835996451211,0.9219422547326741,0.712422634836428,0.9398242640684775,0.8063270400998597
41,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.36343499139285645,0.551891545281988,0.8525231454558869,0.7440534205169329,0.8936898835694301,0.8182633796224059
42,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.3157839905662984,0.44379351496480424,0.8699047701874156,0.7463601532567049,0.9159217376860267,0.8857075986893431
43,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.3067967586836784,0.5553044694887002,0.8759187858055681,0.6406996423062993,0.9093187280362528,0.7764861912934935
44,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.32970179474673783,0.7481713887227078,0.850136160644546,0.6302576733611215,0.8929377306680093,0.7090419722265564
45,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.24407067723623316,0.7445685068013912,0.9219422547326741,0.6569583497149414,0.9398242640684775,0.7517163364019348
46,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.24869559325683271,0.6397905160489238,0.9179971760616922,0.7050064399928794,0.9516091607966903,0.7388828210329225
47,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.3108802160452886,0.5139477374831072,0.8891164942596853,0.7863001719765645,0.9175092267203745,0.7994616944921205
48,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.24803129485110706,0.3420508902363104,0.9097591169495041,0.8223128958156182,0.9449229679154101,0.8788422530816039
49,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.35623949168413327,0.6834074478592738,0.8621910301683853,0.7334693437234272,0.8966984951751131,0.7815571852083009
50,microsoft/swinv2-base-patch4-window8-256,base,4,8,256,0.06,0.25243718009603067,0.6428217809255041,0.9061754951428107,0.6973161909249483,0.9353113466599532,0.8003588703385864
1,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.684062373462252,0.6980268403255766,0.46987330836200736,0.5007308845577212,0.5678237917019211,0.5878842253081604
2,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.6929050451295743,0.7372437846624688,0.544400547900357,0.39320163337379976,0.6172163335011704,0.42315493836792006
3,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.677225302595039,0.6946751648788287,0.5315658241800341,0.5430981713795213,0.60384394773861,0.5810188797004213
4,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.6390609591917146,0.6960706564890077,0.6033890895568099,0.4782612392028838,0.7031351383618742,0.575947885785614
5,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.6233973880267554,0.7640272209794972,0.643353994577862,0.45516914366490696,0.7285419705471666,0.5085036667186769
6,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.615903894335326,0.6204005483203405,0.623473771198315,0.6292956086059533,0.701128229352131,0.7397799968793883
7,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.5850198567105465,0.575497881293112,0.6862808506504754,0.6244094242471524,0.7502712214568615,0.8012560461850523
8,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.5704702075075991,0.6968980184004976,0.7019668081179515,0.5480927118858152,0.76807334139644,0.6117569043532533
9,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.6552851405249922,0.663444693147584,0.6032181889739942,0.5407302057548363,0.6700369068814982,0.6672647838976439
10,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.6051913557028394,0.5021063316118635,0.6678657052496574,0.692757467420136,0.7427496924426542,0.8310968949914183
11,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.5357106748655751,0.5729836021128611,0.7478157086356915,0.6406996423062993,0.7971577548573298,0.7764861912934935
12,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.5951297445839862,0.761573301702125,0.6923646373848598,0.5007308845577212,0.7488500988855264,0.5878842253081604
13,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.5528208051777438,0.758842278789673,0.7247308248523138,0.5866126312481383,0.7689918607608736,0.6296614136370728
14,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.48575925158764505,0.7091144734937538,0.7613173910744602,0.6301270911167555,0.8259926186237003,0.6783039475737245
15,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.5316337704243456,0.4259141130840289,0.7170296299769623,0.7311627839926189,0.789553042611616,0.8797394289280699
16,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.41967942773785916,0.6308984291275913,0.8169876903066667,0.6713401540987748,0.877977855871101,0.7576845061632079
17,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.47960664091588406,0.6080925740546723,0.7560133330983371,0.6861387758829999,0.8200585786438408,0.7636526759244812
18,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.4851359945612907,0.5506097417280136,0.787973116094329,0.6890475676773318,0.8313408721651518,0.7329146512716492
19,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.4235225894325457,0.5452293781608573,0.8132393689422868,0.6973161909249483,0.8602589191630288,0.8003588703385864
20,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.370496328128802,0.6009810880641444,0.8325164837580603,0.7013956572697551,0.903887291263295,0.7696208456857543
21,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.3947372510358731,0.3846095518926295,0.8260144948295253,0.7945875963117341,0.8809864674767838,0.9036121079731627
22,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.40303849680327847,0.7367628208282556,0.8429264890848184,0.5891751926234685,0.8781442223341137,0.6603994382899048
23,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.4604836068048011,0.6519019318637168,0.796760489731312,0.6569583497149414,0.8424567992234501,0.7517163364019348
24,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.37841609373640106,0.4289381869878295,0.8430450339919058,0.8223128958156182,0.8906812719637472,0.8788422530816039
25,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.35250884883553735,0.4845505240822314,0.8549219889998878,0.7698351023141998,0.8944420364708509,0.8609377437977843
26,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.33711962782827276,0.8389952527581754,0.8562820705128134,0.6301270911167555,0.9158385544545203,0.6783039475737245
27,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.34225003898463335,0.6124221875025344,0.8752425552628391,0.7567873303167421,0.9048889938592347,0.7567873303167421
28,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.34495324436537367,0.39014109002325476,0.8612371857819872,0.833789022648439,0.9048058106277284,0.8481042284287721
29,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.41885924218110887,0.4898162322332765,0.8293588705952144,0.707338638373121,0.8655239894729737,0.8370650647526915
30,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.3460690027311259,0.5193722985834384,0.8667876983507077,0.6890475676773318,0.910739850607588,0.7329146512716492
31,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.28639122197224043,0.48919761643577137,0.8967941826950276,0.7222985172943119,0.9197656854246368,0.8430332345139647
32,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.30635367248776335,0.6022100866972014,0.8897203402208964,0.7440534205169329,0.9219389608973926,0.8182633796224059
33,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.3534368433237213,0.34914194861149966,0.8629276173633689,0.8116832655298,0.9011282293521311,0.909580277734436
34,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.2982979291297619,0.45412202083426745,0.897364173652805,0.7163418228733941,0.9241954196016546,0.8737712591667967
35,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.31498749869458925,0.5231803057554016,0.885960192947561,0.692757467420136,0.9123273396419356,0.8310968949914183
36,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.28986065572839637,0.656927865467681,0.8834392360568691,0.7863001719765645,0.9285419705471665,0.7994616944921205
37,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.25905874595463674,0.4619102691974536,0.8791891237230082,0.7698351023141998,0.9484341827279946,0.8609377437977843
38,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.3521079012731856,0.28841505165154724,0.879593213144199,0.8016417980673656,0.9019635654850581,0.9403183023872679
39,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.36103441401968855,0.41829479410689674,0.8629276173633689,0.7376740321349552,0.9011282293521311,0.849001404275238
40,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.4054500576158303,0.5216025833424354,0.8366889668310112,0.6543521508476531,0.8803174978068695,0.7824543610547667
41,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.23274618223790364,0.6491208188822318,0.9097591169495041,0.7013956572697551,0.9449229679154101,0.7696208456857543
42,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.2661511053837453,0.43205952891885613,0.9192787889874692,0.7535051155740811,0.9390721111670568,0.8549695740365111
43,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.27819358814163664,0.9117428647762712,0.9183581267714508,0.6582050231251098,0.9302126428130206,0.628764237790607
44,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.26743675622066854,0.5382772086888343,0.9113746539370055,0.7334693437234272,0.9368156524627946,0.7815571852083009
45,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.2388880753917609,0.5778679934612805,0.9175481623982276,0.7679781903919835,0.9471794266196722,0.7934935247308472
46,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.25697546760506085,0.48715369799507163,0.9046339398014969,0.7279869390985999,0.9434186621125685,0.8122952098611327
47,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.2884883111485975,0.8449020454062147,0.9130235083555601,0.6024424494517999,0.9287083370101792,0.666367608051178
48,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.26791980667949333,0.38158134260206006,0.8964963641315234,0.7957736892258395,0.9367324692312882,0.8361678889062255
49,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.22962696396976262,0.7916872527251856,0.9210392273308161,0.6438336199609409,0.9567910478751291,0.6535340926821657
50,microsoft/swinv2-base-patch4-window16-256,base,4,16,256,0.07,0.24447632048138399,0.4676356496445129,0.9192787889874692,0.7222985172943119,0.9390721111670568,0.8430332345139647
1,microsoft/swinv2-base-patch4-window12-192-22k,base,4,12,192,0.065,0.6857457620192668,0.6788353791303411,0.4976261801052925,0.5122310639552019,0.5725862588049645,0.5938523950694335
2,microsoft/swinv2-base-patch4-window12-192-22k,base,4,12,192,0.065,0.6907679330921616,0.7458805404454937,0.4962108494638374,0.3937638715963839,0.5718341059035438,0.47269464815103757
